Division,FID,Hood_ID,Index_,Lat,Long,MCI,Neighbourhood,event_unique_id,occurrencedate,occurrenceday,occurrencedayofweek,occurrencedayofyear,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear,ucr_code,ucr_ext
D41,1166,119,1409,43.7249718,-79.3005371,Theft Over,Wexford/Maryvale (119),GO-20141597650,1.3933E+12,25,Tuesday   ,56,16,February,2014,Theft Over,Commercial,1.3933E+12,25,Tuesday   ,56,19,February,2014,2130,210
D13,1167,107,1512,43.6865082,-79.4416199,Assault,Oakwood Village (107),GO-20141270664,1.38864E+12,2,Thursday  ,2,23,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,23,January,2014,1430,100
D33,1168,52,1209,43.7657547,-79.3842926,Break and Enter,Bayview Village (52),GO-20141264377,1.38838E+12,30,Monday    ,364,18,December,2013,B&E,Apartment,1.38855E+12,1,Wednesday ,1,21,January,2014,2120,200
D43,1169,137,1006,43.7577248,-79.2352676,Assault,Woburn (137),GO-20141260612,1.38855E+12,1,Wednesday ,1,2,January,2014,Assault Bodily Harm,Outside,1.38855E+12,1,Wednesday ,1,20,January,2014,1420,110
D53,1170,104,1607,43.7070618,-79.3968277,Theft Over,Mount Pleasant West (104),GO-20141370340,1.39002E+12,18,Saturday  ,18,23,January,2014,Theft Over,Commercial,1.39011E+12,19,Sunday    ,19,0,January,2014,2130,210
D12,1171,29,1007,43.7205162,-79.4807281,Assault,Maple Leaf (29),GO-20141297170,1.38769E+12,22,Sunday    ,356,14,December,2013,Assault Peace Officer,Apartment,1.38907E+12,7,Tuesday   ,7,10,January,2014,1460,100
D12,1172,113,1608,43.700161,-79.5162048,Assault,Weston (113),GO-20141409089,1.39002E+12,18,Saturday  ,18,21,January,2014,Assault,Apartment,1.39063E+12,25,Saturday  ,25,16,January,2014,1430,100
D23,1173,1,1317,43.7019501,-79.5756302,Theft Over,West Humber-Clairville (1),GO-20141595545,1.3933E+12,25,Tuesday   ,56,16,February,2014,Theft Over,Other,1.3933E+12,25,Tuesday   ,56,16,February,2014,2130,210
D41,1174,122,1008,43.6765442,-79.2756882,Break and Enter,Birchcliffe-Cliffside (122),GO-20141334431,1.38769E+12,22,Sunday    ,356,17,December,2013,B&E W'Intent,House,1.38959E+12,13,Monday    ,13,13,January,2014,2120,220
D52,1175,78,1210,43.6548042,-79.3942795,Assault,Kensington-Chinatown (78),GO-20141263725,1.38855E+12,1,Wednesday ,1,18,January,2014,Assault With Weapon,Apartment,1.38855E+12,1,Wednesday ,1,19,January,2014,1420,100
D13,1176,107,1513,43.6865082,-79.4416199,Assault,Oakwood Village (107),GO-20141270664,1.38864E+12,2,Thursday  ,2,23,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,23,January,2014,1430,100
D31,1177,26,1609,43.7266426,-79.4820709,Robbery,Downsview-Roding-CFB (26),GO-20141370852,1.39002E+12,18,Saturday  ,18,23,January,2014,Robbery - Purse Snatch,Outside,1.39011E+12,19,Sunday    ,19,2,January,2014,1610,150
D51,1178,71,1318,43.6665306,-79.3656311,Break and Enter,Cabbagetown-South St.James Town (71),GO-20141311063,1.38924E+12,9,Thursday  ,9,14,January,2014,B&E W'Intent,House,1.38924E+12,9,Thursday  ,9,14,January,2014,2120,220
D51,1179,73,1410,43.6615677,-79.3707047,Assault,Moss Park (73),GO-20141598567,1.3933E+12,25,Tuesday   ,56,22,February,2014,Assault,Apartment,1.3933E+12,25,Tuesday   ,56,22,February,2014,1430,100
D31,1180,24,1812,43.7645454,-79.508934,Assault,Black Creek (24),GO-20141293137,1.38898E+12,6,Monday    ,6,16,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,16,January,2014,1430,100
D12,1181,30,1009,43.7028465,-79.4767685,Break and Enter,Brookhaven-Amesbury (30),GO-20141505258,1.39201E+12,10,Monday    ,41,13,February,2014,B&E,Apartment,1.39201E+12,10,Monday    ,41,17,February,2014,2120,200
D22,1182,11,1211,43.6557579,-79.5647964,Assault,Eringate-Centennial-West Deane (11),GO-20141263380,1.38855E+12,1,Wednesday ,1,17,January,2014,Assault,Apartment,1.38855E+12,1,Wednesday ,1,17,January,2014,1430,100
D32,1183,36,1212,43.7761917,-79.4317245,Assault,Newtonbrook West (36),GO-20141264108,1.38855E+12,1,Wednesday ,1,20,January,2014,Assault,House,1.38855E+12,1,Wednesday ,1,20,January,2014,1430,100
D41,1184,124,1213,43.7273941,-79.2526321,Assault,Kennedy Park (124),GO-20141265075,1.38855E+12,1,Wednesday ,1,23,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,0,January,2014,1430,100
D22,1185,18,1214,43.6001854,-79.5202026,Break and Enter,New Toronto (18),GO-20141268091,1.38855E+12,1,Wednesday ,1,1,January,2014,B&E,Other,1.38864E+12,2,Thursday  ,2,15,January,2014,2120,200
D51,1186,73,1215,43.6565018,-79.366951,Assault,Moss Park (73),GO-20145,1.38855E+12,1,Wednesday ,1,2,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,16,January,2014,1430,100
D42,1187,118,1216,43.7805138,-79.3003922,Assault,Tam O'Shanter-Sullivan (118),GO-20142084417,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault,Apartment,1.40013E+12,15,Thursday  ,135,20,May,2014,1430,100
D23,1188,6,1217,43.695797,-79.5521545,Assault,Kingsview Village-The Westway (6),GO-20142176557,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault,Apartment,1.40134E+12,29,Thursday  ,149,16,May,2014,1430,100
D11,1189,89,1218,43.6655273,-79.4992065,Assault,Runnymede-Bloor West Village (89),GO-20142227670,1.38855E+12,1,Wednesday ,1,0,January,2014,Assault With Weapon,Apartment,1.40185E+12,4,Wednesday ,155,17,June,2014,1420,100
D14,1190,79,1219,43.6564827,-79.4077225,Assault,University (79),GO-20141267228,1.38855E+12,1,Wednesday ,1,2,January,2014,Assault With Weapon,Commercial,1.38864E+12,2,Thursday  ,2,12,January,2014,1420,100
D14,1191,79,1220,43.6564827,-79.4077225,Assault,University (79),GO-20141267228,1.38855E+12,1,Wednesday ,1,2,January,2014,Assault With Weapon,Commercial,1.38864E+12,2,Thursday  ,2,12,January,2014,1420,100
D32,1192,32,1221,43.7201309,-79.4410248,Break and Enter,Englemount-Lawrence (32),GO-20141267188,1.38855E+12,1,Wednesday ,1,17,January,2014,B&E,Apartment,1.38864E+12,2,Thursday  ,2,11,January,2014,2120,200
D43,1193,137,1222,43.7633476,-79.208847,Assault,Woburn (137),GO-20141264991,1.38855E+12,1,Wednesday ,1,22,January,2014,Assault Bodily Harm,Outside,1.38864E+12,2,Thursday  ,2,0,January,2014,1420,110
D52,1194,78,1223,43.6500702,-79.3968811,Break and Enter,Kensington-Chinatown (78),GO-20141266644,1.38855E+12,1,Wednesday ,1,10,January,2014,B&E,Commercial,1.38864E+12,2,Thursday  ,2,12,January,2014,2120,200
D51,1195,75,1224,43.66465,-79.3805237,Assault,Church-Yonge Corridor (75),GO-20141267806,1.38855E+12,1,Wednesday ,1,2,January,2014,Assault,Commercial,1.38864E+12,2,Thursday  ,2,18,January,2014,1430,100
D54,1196,44,1225,43.715313,-79.3296509,Assault,Flemingdon Park (44),GO-20141268612,1.38855E+12,1,Wednesday ,1,12,January,2014,Assault,Apartment,1.38864E+12,2,Thursday  ,2,19,January,2014,1430,100
D43,1197,140,1226,43.7451553,-79.208992,Assault,Guildwood (140),GO-20141288429,1.38855E+12,1,Wednesday ,1,13,January,2014,Assault,Apartment,1.38898E+12,6,Monday    ,6,0,January,2014,1430,100
D52,1198,77,1227,43.6376534,-79.3918915,Theft Over,Waterfront Communities-The Island (77),GO-20141632215,1.38855E+12,1,Wednesday ,1,0,January,2014,Theft Over,Apartment,1.39382E+12,3,Monday    ,62,15,March,2014,2130,210
D22,1199,14,1228,43.6575203,-79.5495758,Break and Enter,Islington-City Centre West (14),GO-20141266034,1.38855E+12,1,Wednesday ,1,20,January,2014,B&E,House,1.38864E+12,2,Thursday  ,2,10,January,2014,2120,200
D14,1200,93,1229,43.6625137,-79.4232712,Robbery,Dovercourt-Wallace Emerson-Junction (93),GO-20142059052,1.38777E+12,23,Monday    ,357,21,December,2013,Robbery With Weapon,Commercial,1.39978E+12,11,Sunday    ,131,20,May,2014,1610,100
D14,1201,93,1230,43.6625137,-79.4232712,Robbery,Dovercourt-Wallace Emerson-Junction (93),GO-20142059052,1.38777E+12,23,Monday    ,357,21,December,2013,Robbery With Weapon,Commercial,1.39978E+12,11,Sunday    ,131,20,May,2014,1610,100
D32,1202,50,1231,43.7896156,-79.4140167,Break and Enter,Newtonbrook East (50),GO-20141907589,1.38777E+12,23,Monday    ,357,14,December,2013,B&E,Apartment,1.39771E+12,17,Thursday  ,107,9,April,2014,2120,200
D22,1203,16,1232,43.6249771,-79.5088577,Break and Enter,Stonegate-Queensway (16),GO-20141270141,1.38777E+12,23,Monday    ,357,14,December,2013,B&E,Commercial,1.38864E+12,2,Thursday  ,2,22,January,2014,2120,200
D53,1204,100,1901,43.7013206,-79.4098587,Break and Enter,Yonge-Eglinton (100),GO-20141280103,1.38873E+12,3,Friday    ,3,14,January,2014,B&E,House,1.38881E+12,4,Saturday  ,4,12,January,2014,2120,200
D52,1205,75,1233,43.6613731,-79.38311,Assault,Church-Yonge Corridor (75),GO-20141564211,1.39201E+12,10,Monday    ,41,10,February,2014,Assault,Other,1.39287E+12,20,Thursday  ,51,20,February,2014,1430,100
D53,1206,104,1234,43.7008553,-79.3971558,Theft Over,Mount Pleasant West (104),GO-20141687414,1.39201E+12,10,Monday    ,41,12,February,2014,Theft Over,Commercial,1.3946E+12,12,Wednesday ,71,13,March,2014,2130,210
D31,1207,26,1235,43.7270813,-79.5227432,Theft Over,Downsview-Roding-CFB (26),GO-20142128295,1.39201E+12,10,Monday    ,41,8,February,2014,Theft From Mail / Bag / Key,Apartment,1.40082E+12,23,Friday    ,143,7,May,2014,2130,200
D14,1208,82,1236,43.6407585,-79.4114685,Assault,Niagara (82),GO-20141588272,1.39322E+12,24,Monday    ,55,10,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,10,February,2014,1430,100
D11,1209,86,1237,43.6421356,-79.4326172,Break and Enter,Roncesvalles (86),GO-20141587344,1.39322E+12,24,Monday    ,55,6,February,2014,B&E,Commercial,1.39322E+12,24,Monday    ,55,7,February,2014,2120,200
D41,1210,122,1238,43.6975555,-79.2567902,Assault,Birchcliffe-Cliffside (122),GO-20141588351,1.39322E+12,24,Monday    ,55,10,February,2014,Assault,House,1.39322E+12,24,Monday    ,55,10,February,2014,1430,100
D43,1211,137,1239,43.7513847,-79.2283249,Assault,Woburn (137),GO-20141590394,1.39322E+12,24,Monday    ,55,15,February,2014,Assault,Other,1.39322E+12,24,Monday    ,55,15,February,2014,1430,100
D23,1212,4,1240,43.7281418,-79.5746613,Assault,Rexdale-Kipling (4),GO-20141591093,1.39322E+12,24,Monday    ,55,17,February,2014,Assault Bodily Harm,Apartment,1.39322E+12,24,Monday    ,55,17,February,2014,1420,110
D43,1213,136,1241,43.7747421,-79.1886597,Assault,West Hill (136),GO-20141590860,1.39322E+12,24,Monday    ,55,15,February,2014,Assault,Other,1.39322E+12,24,Monday    ,55,19,February,2014,1430,100
D14,1214,79,1242,43.6598091,-79.4090881,Assault,University (79),GO-20141591146,1.39322E+12,24,Monday    ,55,18,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,19,February,2014,1430,100
D41,1215,120,1243,43.715889,-79.2859344,Robbery,Clairlea-Birchmount (120),GO-20141590352,1.39322E+12,24,Monday    ,55,15,February,2014,Robbery - Mugging,Outside,1.39322E+12,24,Monday    ,55,15,February,2014,1610,200
D41,1216,120,1244,43.715889,-79.2859344,Robbery,Clairlea-Birchmount (120),GO-20141590352,1.39322E+12,24,Monday    ,55,15,February,2014,Robbery - Mugging,Outside,1.39322E+12,24,Monday    ,55,15,February,2014,1610,200
D41,1217,120,1245,43.715889,-79.2859344,Robbery,Clairlea-Birchmount (120),GO-20141590352,1.39322E+12,24,Monday    ,55,15,February,2014,Robbery - Mugging,Outside,1.39322E+12,24,Monday    ,55,15,February,2014,1610,200
D42,1218,132,1246,43.7961235,-79.2199783,Assault,Malvern (132),GO-20141589047,1.39322E+12,24,Monday    ,55,12,February,2014,Assault,Other,1.39322E+12,24,Monday    ,55,12,February,2014,1430,100
D55,1219,66,1247,43.6814842,-79.3323822,Break and Enter,Danforth (66),GO-20141589749,1.39322E+12,24,Monday    ,55,14,February,2014,B&E,Apartment,1.39322E+12,24,Monday    ,55,14,February,2014,2120,200
D33,1220,48,1248,43.7994156,-79.3667755,Break and Enter,Hillcrest Village (48),GO-20141589937,1.39322E+12,24,Monday    ,55,14,February,2014,B&E,House,1.39322E+12,24,Monday    ,55,14,February,2014,2120,200
D41,1221,124,1249,43.7273941,-79.2526321,Assault,Kennedy Park (124),GO-20141590302,1.39322E+12,24,Monday    ,55,15,February,2014,Assault With Weapon,Apartment,1.39322E+12,24,Monday    ,55,15,February,2014,1420,100
D41,1222,124,1250,43.7273941,-79.2526321,Assault,Kennedy Park (124),GO-20141590302,1.39322E+12,24,Monday    ,55,15,February,2014,Assault With Weapon,Apartment,1.39322E+12,24,Monday    ,55,15,February,2014,1420,100
D31,1223,26,1251,43.7209167,-79.5086365,Assault,Downsview-Roding-CFB (26),GO-20141591498,1.39322E+12,24,Monday    ,55,19,February,2014,Assault With Weapon,Commercial,1.39322E+12,24,Monday    ,55,19,February,2014,1420,100
D31,1224,26,1252,43.7209167,-79.5086365,Assault,Downsview-Roding-CFB (26),GO-20141591498,1.39322E+12,24,Monday    ,55,19,February,2014,Assault With Weapon,Commercial,1.39322E+12,24,Monday    ,55,19,February,2014,1420,100
D31,1225,26,1253,43.7209167,-79.5086365,Assault,Downsview-Roding-CFB (26),GO-20141591498,1.39322E+12,24,Monday    ,55,19,February,2014,Assault,Commercial,1.39322E+12,24,Monday    ,55,19,February,2014,1430,100
D11,1226,89,1254,43.6508217,-79.4776764,Break and Enter,Runnymede-Bloor West Village (89),GO-20141272106,1.38873E+12,3,Friday    ,3,3,January,2014,B&E,Commercial,1.38873E+12,3,Friday    ,3,7,January,2014,2120,200
D14,1227,82,1255,43.6390228,-79.4159164,Assault,Niagara (82),GO-20141271284,1.38873E+12,3,Friday    ,3,2,January,2014,Assault,Outside,1.38873E+12,3,Friday    ,3,2,January,2014,1430,100
D52,1228,76,1256,43.6486511,-79.3802795,Break and Enter,Bay Street Corridor (76),GO-20141271424,1.38873E+12,3,Friday    ,3,3,January,2014,B&E,Commercial,1.38873E+12,3,Friday    ,3,3,January,2014,2120,200
D11,1229,83,1257,43.6552162,-79.4370346,Break and Enter,Dufferin Grove (83),GO-20141272773,1.38873E+12,3,Friday    ,3,8,January,2014,B&E,Commercial,1.38873E+12,3,Friday    ,3,15,January,2014,2120,200
D22,1230,19,1258,43.5890884,-79.534996,Assault,Long Branch (19),GO-20141274052,1.38873E+12,3,Friday    ,3,13,January,2014,Assault,Outside,1.38873E+12,3,Friday    ,3,13,January,2014,1430,100
D52,1231,76,1259,43.6517639,-79.3824234,Theft Over,Bay Street Corridor (76),GO-20141274610,1.38873E+12,3,Friday    ,3,14,January,2014,Theft Over,Commercial,1.38873E+12,3,Friday    ,3,15,January,2014,2130,210
D55,1232,62,1260,43.6894531,-79.2960587,Break and Enter,East End-Danforth (62),GO-20141272919,1.38873E+12,3,Friday    ,3,2,January,2014,B&E W'Intent,House,1.38873E+12,3,Friday    ,3,10,January,2014,2120,220
D42,1233,132,1261,43.8148651,-79.2171249,Break and Enter,Malvern (132),GO-20141274349,1.38873E+12,3,Friday    ,3,14,January,2014,B&E,House,1.38873E+12,3,Friday    ,3,14,January,2014,2120,200
D11,1234,86,1262,43.6429634,-79.436264,Break and Enter,Roncesvalles (86),GO-2014946295,1.38873E+12,3,Friday    ,3,20,January,2014,B&E W'Intent,Apartment,1.38873E+12,3,Friday    ,3,20,January,2014,2120,220
D12,1235,28,1263,43.7154579,-79.507225,Assault,Rustic (28),GO-20141274285,1.38873E+12,3,Friday    ,3,14,January,2014,Assault - Force/Thrt/Impede,Outside,1.38873E+12,3,Friday    ,3,14,January,2014,1430,110
D53,1236,102,1264,43.709156,-79.4211884,Break and Enter,Forest Hill North (102),GO-20141276547,1.38873E+12,3,Friday    ,3,20,January,2014,B&E,House,1.38873E+12,3,Friday    ,3,20,January,2014,2120,200
D51,1237,73,1265,43.6537323,-79.3732529,Assault,Moss Park (73),GO-20141273315,1.38873E+12,3,Friday    ,3,11,January,2014,Assault,Commercial,1.38873E+12,3,Friday    ,3,13,January,2014,1430,100
D43,1238,140,1266,43.754879,-79.1916504,Theft Over,Guildwood (140),GO-20141371719,1.38873E+12,3,Friday    ,3,8,January,2014,Theft Over,House,1.39011E+12,19,Sunday    ,19,8,January,2014,2130,210
D53,1239,98,1267,43.6702271,-79.3867874,Break and Enter,Rosedale-Moore Park (98),GO-20141272789,1.38873E+12,3,Friday    ,3,6,January,2014,B&E,Commercial,1.38873E+12,3,Friday    ,3,11,January,2014,2120,200
D22,1240,14,1268,43.6452484,-79.5319519,Robbery,Islington-City Centre West (14),GO-20141274457,1.38873E+12,3,Friday    ,3,14,January,2014,Robbery - Business,Commercial,1.38873E+12,3,Friday    ,3,16,January,2014,1610,210
D11,1241,86,1269,43.6429634,-79.436264,Assault,Roncesvalles (86),GO-20141276351,1.38873E+12,3,Friday    ,3,20,January,2014,Assault Peace Officer,Apartment,1.38873E+12,3,Friday    ,3,20,January,2014,1460,100
D42,1242,129,1270,43.8062515,-79.2882385,Assault,Agincourt North (129),GO-20141423564,1.38873E+12,3,Friday    ,3,5,January,2014,Assault With Weapon,Commercial,1.38873E+12,3,Friday    ,3,5,January,2014,1420,100
D11,1243,93,1271,43.6663284,-79.4527512,Assault,Dovercourt-Wallace Emerson-Junction (93),GO-20141270951,1.38873E+12,3,Friday    ,3,0,January,2014,Assault Peace Officer,House,1.38873E+12,3,Friday    ,3,0,January,2014,1460,100
D54,1244,61,1272,43.6961517,-79.2915649,Assault,Taylor-Massey (61),GO-20141271189,1.38873E+12,3,Friday    ,3,1,January,2014,Assault,Apartment,1.38873E+12,3,Friday    ,3,1,January,2014,1430,100
D31,1245,25,1273,43.7491493,-79.515686,Assault,Glenfield-Jane Heights (25),GO-20141272049,1.38873E+12,3,Friday    ,3,6,January,2014,Assault,Commercial,1.38873E+12,3,Friday    ,3,7,January,2014,1430,100
D51,1246,75,1274,43.6504097,-79.3784714,Assault,Church-Yonge Corridor (75),GO-20141591596,1.39322E+12,24,Monday    ,55,17,February,2014,Assault With Weapon,Outside,1.39322E+12,24,Monday    ,55,19,February,2014,1420,100
D51,1247,75,1275,43.6504097,-79.3784714,Assault,Church-Yonge Corridor (75),GO-20141591596,1.39322E+12,24,Monday    ,55,17,February,2014,Assault,Outside,1.39322E+12,24,Monday    ,55,19,February,2014,1430,100
D55,1248,65,1276,43.6718445,-79.3239899,Break and Enter,Greenwood-Coxwell (65),GO-20141592342,1.39322E+12,24,Monday    ,55,9,February,2014,B&E,Apartment,1.39322E+12,24,Monday    ,55,23,February,2014,2120,200
D33,1249,48,1277,43.8044243,-79.3602066,Assault,Hillcrest Village (48),GO-20141589280,1.39322E+12,24,Monday    ,55,12,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,12,February,2014,1430,100
D14,1250,77,1278,43.6457329,-79.4006348,Assault,Waterfront Communities-The Island (77),GO-20141586766,1.39322E+12,24,Monday    ,55,3,February,2014,Assault,Commercial,1.39322E+12,24,Monday    ,55,3,February,2014,1430,100
D14,1251,77,1279,43.6457329,-79.4006348,Assault,Waterfront Communities-The Island (77),GO-20141586766,1.39322E+12,24,Monday    ,55,3,February,2014,Assault,Commercial,1.39322E+12,24,Monday    ,55,3,February,2014,1430,100
D14,1252,78,1280,43.6477089,-79.401413,Break and Enter,Kensington-Chinatown (78),GO-20141587991,1.39322E+12,24,Monday    ,55,6,February,2014,B&E,Commercial,1.39322E+12,24,Monday    ,55,9,February,2014,2120,200
D54,1253,61,1281,43.6951332,-79.3034821,Assault,Taylor-Massey (61),GO-20141586357,1.39322E+12,24,Monday    ,55,0,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,0,February,2014,1430,100
D14,1254,84,1282,43.6411324,-79.4237289,Assault,Little Portugal (84),GO-20141586582,1.39322E+12,24,Monday    ,55,2,February,2014,Assault,Apartment,1.39322E+12,24,Monday    ,55,2,February,2014,1430,100
D51,1255,73,1283,43.6573067,-79.3734589,Assault,Moss Park (73),GO-20141590049,1.39322E+12,24,Monday    ,55,14,February,2014,Assault With Weapon,Outside,1.39322E+12,24,Monday    ,55,14,February,2014,1420,100
D33,1256,40,1284,43.7572632,-79.3640366,Break and Enter,St.Andrew-Windfields (40),GO-20141590519,1.39322E+12,24,Monday    ,55,8,February,2014,B&E,House,1.39322E+12,24,Monday    ,55,16,February,2014,2120,200
D54,1257,66,1285,43.6841698,-79.3239746,Robbery,Danforth (66),GO-20141590710,1.39322E+12,24,Monday    ,55,16,February,2014,Robbery - Mugging,Other,1.39322E+12,24,Monday    ,55,16,February,2014,1610,200
D54,1258,66,1286,43.6841698,-79.3239746,Robbery,Danforth (66),GO-20141590710,1.39322E+12,24,Monday    ,55,16,February,2014,Robbery - Mugging,Other,1.39322E+12,24,Monday    ,55,16,February,2014,1610,200
D43,1259,135,1287,43.7880859,-79.2196198,Assault,Morningside (135),GO-20141591964,1.39322E+12,24,Monday    ,55,21,February,2014,Assault,House,1.39322E+12,24,Monday    ,55,21,February,2014,1430,100
D32,1260,36,1288,43.7873459,-79.4355164,Assault,Newtonbrook West (36),GO-20141591998,1.39322E+12,24,Monday    ,55,21,February,2014,Discharge Firearm - Recklessly,House,1.39322E+12,24,Monday    ,55,21,February,2014,1450,100
D22,1261,17,1289,43.6127319,-79.4897842,Robbery,Mimico (includes Humber Bay Shores) (17),GO-20141592567,1.39322E+12,24,Monday    ,55,23,February,2014,Robbery - Business,Commercial,1.39322E+12,24,Monday    ,55,23,February,2014,1610,210
D41,1262,127,1290,43.7679291,-79.2711105,Assault,Bendale (127),GO-20141589956,1.39322E+12,24,Monday    ,55,14,February,2014,Assault,Other,1.39322E+12,24,Monday    ,55,17,February,2014,1430,100
D22,1263,18,1291,43.6020012,-79.4996567,Assault,New Toronto (18),GO-20141589546,1.39322E+12,24,Monday    ,55,13,February,2014,Assault,Commercial,1.39322E+12,24,Monday    ,55,13,February,2014,1430,100
D42,1264,130,1292,43.8259544,-79.2973328,Assault,Milliken (130),GO-20141591767,1.39322E+12,24,Monday    ,55,19,February,2014,Assault,Outside,1.39322E+12,24,Monday    ,55,20,February,2014,1430,100
D33,1265,46,1293,43.7888069,-79.3315887,Break and Enter,Pleasant View (46),GO-20141590799,1.39322E+12,24,Monday    ,55,15,February,2014,B&E,Apartment,1.39322E+12,24,Monday    ,55,17,February,2014,2120,200
