" CT UID - Census Tract Unique Identifier
(""CMA Code""+""0""+""Census Tract ID""),
n=531","CT ID - Census Tract Identifier,
n=531","Neighb ID, 
 n=140","Neighbourhood Name,
 n=140","CPA ID,
n=46","CPA Name 
(Community Planning Area),
 n=46","Sub-LHIN ID,
n=14","Sub-LHIN Name, 
n=14","LHIN ID,
n=5","LHIN Name, 
n=5"
5350094.00,94.00,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350095.00,95.00,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350096.00,96.00,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350097.01,97.01,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350097.02,97.02,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350098.00,98.00,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350099.00,99.00,88,High Park North,713,High Park North Bloor West,0701,West,7,Toronto Central
5350100.00,100.00,90,Junction Area,722,Junction Jane,0702,North West,7,Toronto Central
5350101.00,101.00,90,Junction Area,722,Junction Jane,0702,North West,7,Toronto Central
5350102.01,102.01,88,High Park North,713,High Park North Bloor West,0701,West,7,Toronto Central
5350102.02,102.02,88,High Park North,713,High Park North Bloor West,0701,West,7,Toronto Central
5350102.03,102.03,88,High Park North,713,High Park North Bloor West,0701,West,7,Toronto Central
5350103.00,103.00,88,High Park North,713,High Park North Bloor West,0701,West,7,Toronto Central
5350104.00,104.00,89,Runnymede-Bloor West Village,713,High Park North Bloor West,0701,West,7,Toronto Central
5350105.00,105.00,90,Junction Area,722,Junction Jane,0702,North West,7,Toronto Central
5350106.00,106.00,90,Junction Area,722,Junction Jane,0702,North West,7,Toronto Central
5350107.00,107.00,91,Weston-Pellam Park,722,Junction Jane,0702,North West,7,Toronto Central
5350108.00,108.00,91,Weston-Pellam Park,722,Junction Jane,0702,North West,7,Toronto Central
5350109.00,109.00,93,Dovercourt-Wallace Emerson-Junction,721,Dovercourt College,0702,North West,7,Toronto Central
5350110.00,110.00,92,Corso Italia-Davenport,722,Junction Jane,0702,North West,7,Toronto Central
5350111.00,111.00,92,Corso Italia-Davenport,722,Junction Jane,0702,North West,7,Toronto Central
5350112.00,112.00,92,Corso Italia-Davenport,722,Junction Jane,0702,North West,7,Toronto Central
5350113.00,113.00,92,Corso Italia-Davenport,722,Junction Jane,0702,North West,7,Toronto Central
5350114.00,114.00,94,Wychwood,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350115.00,115.00,94,Wychwood,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350116.00,116.00,94,Wychwood,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350117.00,117.00,96,Casa Loma,741,Midtown South,0704,North Toronto,7,Toronto Central
5350118.00,118.00,96,Casa Loma,741,Midtown South,0704,North Toronto,7,Toronto Central
5350119.00,119.00,96,Casa Loma,741,Midtown South,0704,North Toronto,7,Toronto Central
5350120.00,120.00,97,Yonge-St.Clair,741,Midtown South,0704,North Toronto,7,Toronto Central
5350121.00,121.00,97,Yonge-St.Clair,741,Midtown South,0704,North Toronto,7,Toronto Central
5350122.00,122.00,97,Yonge-St.Clair,741,Midtown South,0704,North Toronto,7,Toronto Central
5350123.00,123.00,97,Yonge-St.Clair,741,Midtown South,0704,North Toronto,7,Toronto Central
5350124.00,124.00,98,Rosedale-Moore Park,741,Midtown South,0704,North Toronto,7,Toronto Central
5350125.00,125.00,98,Rosedale-Moore Park,741,Midtown South,0704,North Toronto,7,Toronto Central
5350126.00,126.00,99,Mount Pleasant East,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350127.00,127.00,99,Mount Pleasant East,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350128.02,128.02,104,Mount Pleasant West,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350128.03,128.03,104,Mount Pleasant West,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350128.04,128.04,104,Mount Pleasant West,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350129.00,129.00,100,Yonge-Eglinton,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350130.00,130.00,101,Forest Hill South,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350131.00,131.00,101,Forest Hill South,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350132.00,132.00,102,Forest Hill North,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350133.00,133.00,102,Forest Hill North,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350134.00,134.00,103,Lawrence Park South,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350135.00,135.00,100,Yonge-Eglinton,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350136.01,136.01,104,Mount Pleasant West,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350136.02,136.02,104,Mount Pleasant West,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350137.00,137.00,99,Mount Pleasant East,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350138.00,138.00,103,Lawrence Park South,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350139.00,139.00,103,Lawrence Park South,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350140.00,140.00,103,Lawrence Park South,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350141.01,141.01,105,Lawrence Park North,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350141.02,141.02,105,Lawrence Park North,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350142.00,142.00,105,Lawrence Park North,744,Yonge Lawrence,0704,North Toronto,7,Toronto Central
5350150.00,150.00,114,Lambton Baby Point,713,High Park North Bloor West,0701,West,7,Toronto Central
5350151.00,151.00,114,Lambton Baby Point,713,High Park North Bloor West,0701,West,7,Toronto Central
5350152.00,152.00,89,Runnymede-Bloor West Village,713,High Park North Bloor West,0701,West,7,Toronto Central
5350153.00,153.00,111,Rockcliffe-Smythe,722,Junction Jane,0702,North West,7,Toronto Central
5350154.00,154.00,111,Rockcliffe-Smythe,722,Junction Jane,0702,North West,7,Toronto Central
5350155.00,155.00,111,Rockcliffe-Smythe,722,Junction Jane,0702,North West,7,Toronto Central
5350156.01,156.01,111,Rockcliffe-Smythe,722,Junction Jane,0702,North West,7,Toronto Central
5350156.02,156.02,111,Rockcliffe-Smythe,722,Junction Jane,0702,North West,7,Toronto Central
5350157.00,157.00,115,Mount Dennis,722,Junction Jane,0702,North West,7,Toronto Central
5350158.00,158.00,110,Keelesdale-Eglinton West,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350159.01,159.01,110,Keelesdale-Eglinton West,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350159.02,159.02,110,Keelesdale-Eglinton West,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350160.00,160.00,109,Caledonia-Fairbank,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350161.00,161.00,109,Caledonia-Fairbank,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350162.00,162.00,107,Oakwood-Vaughan,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350163.00,163.00,107,Oakwood-Vaughan,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350164.00,164.00,107,Oakwood-Vaughan,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350165.00,165.00,106,Humewood-Cedarvale,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350166.00,166.00,106,Humewood-Cedarvale,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350167.01,167.01,101,Forest Hill South,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350167.02,167.02,106,Humewood-Cedarvale,743,Eglinton Centre,0704,North Toronto,7,Toronto Central
5350168.00,168.00,107,Oakwood-Vaughan,723,Oakwood Keelesdale,0702,North West,7,Toronto Central
5350169.01,169.01,108,Briar Hill - Belgravia,861,Lawrence Dufferin,0806,North York Central,8,Central
5350169.02,169.02,108,Briar Hill - Belgravia,861,Lawrence Dufferin,0806,North York Central,8,Central
5350170.00,170.00,108,Briar Hill - Belgravia,861,Lawrence Dufferin,0806,North York Central,8,Central
5350171.00,171.00,112,Beechborough-Greenbrook,854,Keele Lawrence,0805,North York West,8,Central
5350172.00,172.00,112,Beechborough-Greenbrook,854,Keele Lawrence,0805,North York West,8,Central
5350173.00,173.00,115,Mount Dennis,722,Junction Jane,0702,North West,7,Toronto Central
5350174.00,174.00,115,Mount Dennis,722,Junction Jane,0702,North West,7,Toronto Central
5350175.01,175.01,113,Weston,853,Weston Humber Heights,0805,North York West,8,Central
5350175.02,175.02,113,Weston,853,Weston Humber Heights,0805,North York West,8,Central
5350176.00,176.00,113,Weston,853,Weston Humber Heights,0805,North York West,8,Central
5350180.00,180.00,61,Crescent Town,773,East Danforth Victoria Park,0707,North East,7,Toronto Central
5350181.01,181.01,60,Woodbine-Lumsden,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350181.02,181.02,60,Woodbine-Lumsden,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350182.00,182.00,59,Danforth Village - East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350183.00,183.00,59,Danforth Village - East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350184.01,184.01,59,Danforth Village - East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350184.02,184.02,58,Old East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350185.01,185.01,57,Broadview North,771,Thorncliffe Flemingdon,0707,North East,7,Toronto Central
5350185.02,185.02,57,Broadview North,771,Thorncliffe Flemingdon,0707,North East,7,Toronto Central
5350186.00,186.00,56,Leaside-Bennington,742,Leaside North Riverdale,0704,North Toronto,7,Toronto Central
5350187.00,187.00,58,Old East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350188.00,188.00,58,Old East York,762,Danforth Village Old East York,0706,East,7,Toronto Central
5350189.00,189.00,54,O'Connor-Parkview,772,St. Clair O'Connor,0707,North East,7,Toronto Central
5350190.01,190.01,61,Crescent Town,773,East Danforth Victoria Park,0707,North East,7,Toronto Central
5350190.02,190.02,54,O'Connor-Parkview,772,St. Clair O'Connor,0707,North East,7,Toronto Central
5350191.00,191.00,54,O'Connor-Parkview,772,St. Clair O'Connor,0707,North East,7,Toronto Central
5350192.00,192.00,54,O'Connor-Parkview,772,St. Clair O'Connor,0707,North East,7,Toronto Central
5350193.00,193.00,54,O'Connor-Parkview,772,St. Clair O'Connor,0707,North East,7,Toronto Central
5350194.01,194.01,55,Thorncliffe Park,771,Thorncliffe Flemingdon,0707,North East,7,Toronto Central
5350194.02,194.02,55,Thorncliffe Park,771,Thorncliffe Flemingdon,0707,North East,7,Toronto Central
